"GeneID","Block","logFC","adj.P.Val","Enrichment","AveExpr","t","P.Value","B"
"HNRNPL","44_Normal vs 502_Tumor",-0.657347030722917,1.1009647152615e-16,"Tumor",6.76863641487761,-8.89036746909565,8.77601379790059e-18,29.5784292142875
"OAS2","44_Normal vs 502_Tumor",-1.91498309754567,1.21927643261658e-16,"Tumor",6.34682320764634,-8.87682435962282,9.76196648979058e-18,29.5043900784681
"PAK2","44_Normal vs 502_Tumor",-1.04604302197545,1.53027336901379e-16,"Tumor",6.46218602647332,-8.84653127953514,1.2381730895406e-17,29.2504337170898
"CBLB","44_Normal vs 502_Tumor",-1.06924621644568,1.82224049298962e-16,"Tumor",3.49549540542303,-8.8231648668766,1.48676724452802e-17,29.1259012280676
"STAT1","44_Normal vs 502_Tumor",-1.67244455694549,2.19004262655961e-16,"Tumor",7.85128700924464,-8.79874205042543,1.79942466317042e-17,28.8697806128091
"BID","44_Normal vs 502_Tumor",-1.19047921832022,2.53168201745185e-16,"Tumor",4.89662962705855,-8.77942855347692,2.09201539759181e-17,28.7783959308942
"MKNK1","44_Normal vs 502_Tumor",-0.729223706428276,2.70600568811551e-16,"Tumor",4.07770060505744,-8.77063949271387,2.24029997758846e-17,28.7216768979165
"JAG1","44_Normal vs 502_Tumor",-1.373683382873,2.80822558488167e-16,"Tumor",7.02567164230861,-8.765232167059,2.33664761223135e-17,28.6212456692034
"SPINK5","44_Normal vs 502_Tumor",2.80674591035744,2.91503722850649e-16,"Normal",6.34605416921532,8.7602753196159,2.4285640638139e-17,28.5570288058786
"SEMA5B","44_Normal vs 502_Tumor",-0.61843203444305,3.56944137915131e-16,"Tumor",1.52980739045346,-8.73317842962344,2.99796578873891e-17,27.8905315745878
"TNFRSF25","44_Normal vs 502_Tumor",-1.22531815469208,3.60802762467921e-16,"Tumor",3.88368539462207,-8.73155378707798,3.03602094976658e-17,28.4285965622131
"CNPY3","44_Normal vs 502_Tumor",-1.04302194471227,3.62693841261609e-16,"Tumor",6.83373713539922,-8.7308005732177,3.05382575927924e-17,28.3565905223212
"TRIM65","44_Normal vs 502_Tumor",-0.819824349456702,3.70311224015074e-16,"Tumor",4.91225446446917,-8.72780393945461,3.12569023139647e-17,28.375029996115
"GRB2","44_Normal vs 502_Tumor",-0.665211797988941,3.82774646844767e-16,"Tumor",6.85747490517232,-8.72337872960661,3.2348840726617e-17,28.2948258738308
"OAS3","44_Normal vs 502_Tumor",-1.85804792992688,4.10316636574629e-16,"Tumor",6.27805424571463,-8.71386311698647,3.48262907667025e-17,28.2555888651568
"F2RL3","44_Normal vs 502_Tumor",-0.754391256038624,4.58934729667955e-16,"Tumor",2.27959740062437,-8.69853885406117,3.9216186926606e-17,28.0029295260064
"BGN","44_Normal vs 502_Tumor",-2.06613888303499,4.67635340885675e-16,"Tumor",8.83017532339941,-8.69603392466857,3.998405361321e-17,28.0775572279823
"LTBR","44_Normal vs 502_Tumor",-0.775330844229497,4.69410797162026e-16,"Tumor",6.6591106062683,-8.69538678126268,4.01848358361357e-17,28.0859468200174
"ULK1","44_Normal vs 502_Tumor",-0.966820252557318,4.96698420525214e-16,"Tumor",5.22855063540817,-8.68734388136,4.27650085606232e-17,28.0615545808824
"PML","44_Normal vs 502_Tumor",-1.1217916101063,5.12957642527689e-16,"Tumor",5.59797114263709,-8.68289875339636,4.42606260493921e-17,28.0210499606421
"ULBP1","44_Normal vs 502_Tumor",-0.87879832296297,6.19415613770596e-16,"Tumor",1.85672224536695,-8.65754601132426,5.38341286734735e-17,27.418871978109
"SEMA7A","44_Normal vs 502_Tumor",-1.24882552217835,6.41227339933703e-16,"Tumor",3.92943543216437,-8.65282625170299,5.58301648677213e-17,27.831192106225
"HLA-C","44_Normal vs 502_Tumor",-1.30631175132623,7.03389710159817e-16,"Tumor",10.6222359361313,-8.64035673875902,6.1462661824701e-17,27.6388963120395
"PSMC3","44_Normal vs 502_Tumor",-0.66753014781078,7.41136017073714e-16,"Tumor",7.94255934085521,-8.63325976313913,6.49156123254612e-17,27.5980821818656
"IL24","44_Normal vs 502_Tumor",-2.1582016042517,7.46914989144498e-16,"Tumor",3.96748747722759,-8.63205153082454,6.55222790780857e-17,27.6327436539714
"TPST1","44_Normal vs 502_Tumor",-1.38831657750986,8.77601891617718e-16,"Tumor",4.76283330654515,-8.60982363298314,7.77384324673632e-17,27.4982089993928
"DNASE2","44_Normal vs 502_Tumor",-1.03799164629057,1.13371540272779e-15,"Tumor",6.37953576689576,-8.57424101905305,1.02140252517653e-16,27.1786710553231
"ADAM10","44_Normal vs 502_Tumor",-0.956176052695898,1.21040906285534e-15,"Tumor",4.76278330193868,-8.5652398793518,1.09428708118749e-16,27.1531123906665
"PPP1CA","44_Normal vs 502_Tumor",-0.65447053714553,1.31295350410868e-15,"Tumor",8.31708300058243,-8.55363387265455,1.19589796972912e-16,26.9945329891668
"C2","44_Normal vs 502_Tumor",-1.30290103352398,1.33959112883615e-15,"Tumor",3.49191733760885,-8.55093208663084,1.22085956600592e-16,27.0535201523013
"PSMD10","44_Normal vs 502_Tumor",-0.748230130433656,1.5619843211343e-15,"Tumor",6.09498639377223,-8.52962961529455,1.4365790381135e-16,26.8444184871578
"MET","44_Normal vs 502_Tumor",-1.45447020638985,1.5670782198435e-15,"Tumor",5.56083795422034,-8.52912863260327,1.44208147519637e-16,26.8710662013922
"SIVA1","44_Normal vs 502_Tumor",-0.894611824231347,1.78578785833783e-15,"Tumor",5.43535030380217,-8.51117871474372,1.65359353568243e-16,26.7261934531061
"GNAI1","44_Normal vs 502_Tumor",-1.0614491381839,2.08829336726715e-15,"Tumor",5.49305513379099,-8.48966105614796,1.94786819378876e-16,26.568031255126
"TNFRSF8","44_Normal vs 502_Tumor",-0.668615584962729,2.29414693378514e-15,"Tumor",1.90656344038728,-8.47568143288169,2.16620895724926e-16,26.1537111907964
"IFNG","44_Normal vs 502_Tumor",-0.718875145385083,2.72741228176853e-15,"Tumor",1.72682291523128,-8.45100041032076,2.61230577981482e-16,25.836145870511
"TLR6","44_Normal vs 502_Tumor",-0.803278728503031,2.76298223927646e-15,"Tumor",2.34992292774411,-8.44900339067147,2.65214008047822e-16,26.1320322011864
"XRCC6","44_Normal vs 502_Tumor",-0.62422895928186,2.99040229415867e-15,"Tumor",8.74000565138355,-8.4384165585283,2.8735567978717e-16,26.1300948133129
"HLA-F","44_Normal vs 502_Tumor",-1.57612350461686,3.11515640298251e-15,"Tumor",6.31619920506371,-8.43258662034151,3.00318693344028e-16,26.1325325165087
"IL12RB2","44_Normal vs 502_Tumor",-1.28443876115036,4.10998933321314e-15,"Tumor",2.84518166622775,-8.39376432109265,4.02658457289075e-16,25.7670907943104
"NRG2","44_Normal vs 502_Tumor",1.00108274182101,4.24883285213186e-15,"Normal",1.18912230538608,8.38891511089892,4.17651088512304e-16,25.8213811278239
"FADD","44_Normal vs 502_Tumor",-1.61022119908659,5.32146356353546e-15,"Tumor",5.30097716395687,-8.3572055445268,5.3023086266121e-16,25.6062856428157
"RSAD2","44_Normal vs 502_Tumor",-2.21455609058604,5.56594489739952e-15,"Tumor",4.61831444667213,-8.35053239079311,5.57494611247695e-16,25.5714017361555
"JAG2","44_Normal vs 502_Tumor",-1.19641438007729,6.08156507426717e-15,"Tumor",5.72645240313813,-8.3381082626097,6.1199535856129e-16,25.441257707677
"STAT4","44_Normal vs 502_Tumor",-0.769311447773156,6.28154035542629e-15,"Tumor",2.29944649761366,-8.33365731116954,6.32774501869068e-16,25.2837614308747
"F2RL2","44_Normal vs 502_Tumor",-1.60103164339569,6.61980138292931e-15,"Tumor",3.43754323545799,-8.32645477713725,6.67885433490807e-16,25.3398898006904
"CAMKK2","44_Normal vs 502_Tumor",-0.714974405697975,6.95638336568706e-15,"Tumor",5.01403724028918,-8.31873613982645,7.07650245870403e-16,25.3079820954187
"APOBEC3B","44_Normal vs 502_Tumor",-1.90319730100842,8.34311067520974e-15,"Tumor",4.96777048783831,-8.29300725931967,8.57857537734801e-16,25.1490924961211
"PSMD7","44_Normal vs 502_Tumor",-0.606455475004338,9.25469603746729e-15,"Tumor",6.99342296271918,-8.27837632860867,9.56899553772246e-16,24.9651332928602
"IL21R","44_Normal vs 502_Tumor",-0.856231518520966,9.43268942767885e-15,"Tumor",2.20730488041499,-8.27575575172696,9.75795458035743e-16,24.7775150947412
"FGFR4","44_Normal vs 502_Tumor",-0.897834986402124,9.8742073324301e-15,"Tumor",2.48519207511265,-8.26924591591755,1.02434516824232e-15,24.7988964319976
"PDGFA","44_Normal vs 502_Tumor",-1.26360034279958,1.56116744243564e-14,"Tumor",4.53172327851314,-8.20307600504303,1.6752681042778e-15,24.4915558368392
"COPS5","44_Normal vs 502_Tumor",-0.614303790235865,1.57392731052194e-14,"Tumor",4.95329773986817,-8.20171553606189,1.69224486774778e-15,24.452214157711
"RHBDF2","44_Normal vs 502_Tumor",-0.911252074933325,1.71917674795222e-14,"Tumor",5.09789182478254,-8.18862301771603,1.86455655432869e-15,24.3609158391735
"IL33","44_Normal vs 502_Tumor",1.85775038578855,1.85502762438642e-14,"Normal",3.37506123496203,8.1780183024272,2.01673408587892e-15,24.2657825381386
"IL2RA","44_Normal vs 502_Tumor",-1.17894773630089,1.969363062577e-14,"Tumor",3.00531529738259,-8.16960256892756,2.14617321598589e-15,24.1885822013151
"LTBP1","44_Normal vs 502_Tumor",-1.878084130673,2.30901955183833e-14,"Tumor",5.96753144238503,-8.14656195443493,2.54402905393215e-15,24.0552692414729
"SRC","44_Normal vs 502_Tumor",-0.923550462842599,2.43589932111878e-14,"Tumor",5.75439563422767,-8.13853539093044,2.69907149984678e-15,23.9782103403852
"PTPN2","44_Normal vs 502_Tumor",-0.800032231996986,2.45294390572013e-14,"Tumor",4.53122095138708,-8.13733353262898,2.7230761288395e-15,24.005015883241
"CTSL","44_Normal vs 502_Tumor",-1.37006549120051,2.61332246635158e-14,"Tumor",7.03566802264029,-8.1279689822719,2.91747617402702e-15,23.8808448269309
"ITGAX","44_Normal vs 502_Tumor",-1.20500974321835,2.97937225821927e-14,"Tumor",3.16307212423416,-8.10913019472417,3.35099722923509e-15,23.7860963562415
"EGLN2","44_Normal vs 502_Tumor",-0.70881006234583,3.00895122699185e-14,"Tumor",3.52564842938029,-8.10772244968279,3.38583535741114e-15,23.8101928204265
"TRADD","44_Normal vs 502_Tumor",-0.618980413760554,3.08174352877753e-14,"Tumor",5.42553441969707,-8.10421589989376,3.47417589112017e-15,23.7325526233159
"PLXND1","44_Normal vs 502_Tumor",-1.25984400451865,3.15372433556733e-14,"Tumor",4.72946286004833,-8.10075682667675,3.56354891274393e-15,23.7472256048386
"TGFBR1","44_Normal vs 502_Tumor",-0.992811846326455,3.93141517088851e-14,"Tumor",5.36852777527483,-8.0688131255741,4.50382790717886e-15,23.4898708125156
"SORT1","44_Normal vs 502_Tumor",1.13378959824781,4.09302805995867e-14,"Normal",4.8228223694537,8.06262501267775,4.71245914149345e-15,23.4132572879139
"MICA","44_Normal vs 502_Tumor",-0.932029454827953,4.47116149319534e-14,"Tumor",4.62989916905071,-8.0498587809161,5.17347602478338e-15,23.3766562110498
"CKLF","44_Normal vs 502_Tumor",-0.903095723099368,4.52808939198245e-14,"Tumor",4.17641851422726,-8.04800371600855,5.24407034806252e-15,23.375486060049
"YY1","44_Normal vs 502_Tumor",-0.690503142002888,5.38604316955609e-14,"Tumor",5.70773239657405,-8.02285383333634,6.30037722752044e-15,23.1427623866514
"PSME2","44_Normal vs 502_Tumor",-0.976191411708661,5.52372290401403e-14,"Tumor",7.33396473014547,-8.01928666047107,6.46629151056783e-15,23.0899681575427
"DOK3","44_Normal vs 502_Tumor",-0.878533366196317,5.63935681166879e-14,"Tumor",2.70259571362129,-8.01638140708834,6.60459911429726e-15,23.0833445346161
"PDGFRB","44_Normal vs 502_Tumor",-1.84323182280866,5.74776038293948e-14,"Tumor",5.4545223745127,-8.01369208108351,6.73522746537071e-15,23.1170344574877
"AIP","44_Normal vs 502_Tumor",-0.847873019189203,5.93264081323101e-14,"Tumor",6.67594210682134,-8.00911264487228,6.96355669558651e-15,23.0259426189549
"TPT1","44_Normal vs 502_Tumor",0.678302110368735,6.21771015265087e-14,"Normal",10.0112601412236,8.00205295527668,7.33059885491729e-15,22.9373287092542
"PDCD1LG2","44_Normal vs 502_Tumor",-1.2919854701893,6.76266047630141e-14,"Tumor",3.16900796695085,-7.98958549127152,8.02600687755528e-15,22.9138977385971
"CLEC11A","44_Normal vs 502_Tumor",-1.51865318877793,6.93732663095515e-14,"Tumor",4.54853411723664,-7.98571223202559,8.25501697804199e-15,22.9337407838068
"NFKBIE","44_Normal vs 502_Tumor",-1.04185209854099,7.08191896947537e-14,"Tumor",4.89107533677338,-7.98275065461372,8.43446241708606e-15,22.8926394800123
"GSTP1","44_Normal vs 502_Tumor",-0.869316787647117,8.40307465687261e-14,"Tumor",11.1704638524191,-7.95742123707373,1.01350663084613e-14,22.6200917702732
"TRIB3","44_Normal vs 502_Tumor",-1.27418829007901,8.48172744987544e-14,"Tumor",4.72078696544992,-7.95607511251083,1.02343552566967e-14,22.7148362787363
"IRF7","44_Normal vs 502_Tumor",-1.37243853719588,8.87825773123701e-14,"Tumor",6.04344448102616,-7.94916766699561,1.07591385620865e-14,22.6256453661021
"GMFB","44_Normal vs 502_Tumor",-0.79318273777825,9.95467278715027e-14,"Tumor",4.79904860854108,-7.93246974924357,1.21399308197709e-14,22.5319868927352
"PIAS4","44_Normal vs 502_Tumor",-0.657372879994458,9.95467278715027e-14,"Tumor",4.79009458715639,-7.93241986302403,1.21443073523994e-14,22.5279365951155
"CMTM3","44_Normal vs 502_Tumor",-1.22976798880487,1.10583067881149e-13,"Tumor",4.99647659689977,-7.91682708251151,1.35914084160878e-14,22.4272463578642
"ITPR3","44_Normal vs 502_Tumor",-1.36596622852461,1.12477995913412e-13,"Tumor",6.0413826910716,-7.91423652533126,1.38477787237546e-14,22.3782606097749
"NRG1","44_Normal vs 502_Tumor",-1.490643720165,1.13648019076146e-13,"Tumor",3.47449978700628,-7.91250816617254,1.40214703487447e-14,22.3929052085009
"YJEFN3","44_Normal vs 502_Tumor",-0.690997673362857,1.30796514970127e-13,"Tumor",1.80170077883962,-7.89206479718952,1.62463614243765e-14,21.8247985785221
"RELB","44_Normal vs 502_Tumor",-1.10741923213142,1.31184971963949e-13,"Tumor",5.50766365953558,-7.89159439854099,1.63014556428675e-14,22.2282176795372
"ARRB2","44_Normal vs 502_Tumor",-0.840358436261936,1.34213329985644e-13,"Tumor",4.75514663086982,-7.88804858041572,1.67227239079184e-14,22.2211822182217
"SPP1","44_Normal vs 502_Tumor",-3.18655460651242,1.40738762841195e-13,"Tumor",6.6067622752858,-7.88118109203068,1.75694016108811e-14,22.1792705631529
"CLEC4E","44_Normal vs 502_Tumor",-0.670628194293819,1.47037118481443e-13,"Tumor",1.94653410598019,-7.87485746262032,1.83863515572027e-14,21.8132284092856
"ADIPOQ","44_Normal vs 502_Tumor",1.52367220226424,1.47766027402356e-13,"Normal",1.14543477201082,7.87405311264631,1.84929156313971e-14,22.1268013458518
"HSP90AB1","44_Normal vs 502_Tumor",-0.741667938943793,1.52895523094767e-13,"Tumor",10.7313540391114,-7.86912822682621,1.91588004837827e-14,21.9970084876019
"GNLY","44_Normal vs 502_Tumor",-1.85513091474464,1.61317221899948e-13,"Tumor",4.00888045498354,-7.86125340887095,2.02730026374341e-14,22.0452308301269
"CAV1","44_Normal vs 502_Tumor",-1.81565903044195,1.90065694488298e-13,"Tumor",7.75119219565295,-7.83681600412728,2.41535829606914e-14,21.8026038476139
"NDRG1","44_Normal vs 502_Tumor",-1.45684514463425,2.00608755632592e-13,"Tumor",9.28111691131636,-7.82881313079669,2.55771192428429e-14,21.7255345233316
"IL15RA","44_Normal vs 502_Tumor",-1.0262280049224,2.39610666030705e-13,"Tumor",4.2683360627698,-7.80246191061461,3.08747636859431e-14,21.6407505902905
"DDX58","44_Normal vs 502_Tumor",-1.47781275066347,2.3976072610948e-13,"Tumor",5.1811910867082,-7.8023174173791,3.09066072417198e-14,21.6240781577763
"CASP8","44_Normal vs 502_Tumor",-0.834021049491961,2.39778030978831e-13,"Tumor",3.82071292904729,-7.80225058589721,3.09213465793558e-14,21.6445762861141
"CHIT1","44_Normal vs 502_Tumor",-1.01593286118045,2.58927508961809e-13,"Tumor",2.05531092051458,-7.79090834371469,3.35259052242272e-14,21.0990400613491
"EED","44_Normal vs 502_Tumor",-0.665685891828904,2.84678809117983e-13,"Tumor",3.48736875625792,-7.77691680880329,3.70383927142913e-14,21.4694748267856
"TP63","44_Normal vs 502_Tumor",-1.3742142452515,3.08063414942516e-13,"Tumor",7.71243766482584,-7.76542293964192,4.01933643263202e-14,21.2982319460088
"IFITM3","44_Normal vs 502_Tumor",-1.21081630990073,3.12353293840046e-13,"Tumor",10.2550335458772,-7.76342095655704,4.07693641393811e-14,21.2610587777463
"ANGPTL1","44_Normal vs 502_Tumor",1.4829204502356,3.4865589813323e-13,"Normal",1.65766301072614,7.74720737992689,4.57441485630483e-14,21.2486371074576
"CRKL","44_Normal vs 502_Tumor",-0.94199671670958,3.65105965112194e-13,"Tumor",6.57208203073874,-7.74045370422347,4.79887718890695e-14,21.1375652337717
"CLEC7A","44_Normal vs 502_Tumor",-1.43073286271033,3.75446499213545e-13,"Tumor",3.96812769403148,-7.73609660716947,4.94941469827653e-14,21.1827534458118
"APOBEC3H","44_Normal vs 502_Tumor",-0.638398918048825,4.44186374627073e-13,"Tumor",1.90675286681543,-7.71145371098267,5.89267020020161e-14,20.6666560633685
"MOV10","44_Normal vs 502_Tumor",-0.825243762540666,4.7261211156656e-13,"Tumor",5.23215592538642,-7.7022868638815,6.28703054147179e-14,20.9077499099039
"NLRP10","44_Normal vs 502_Tumor",-0.64064671014062,4.72800866815736e-13,"Tumor",1.52298326252727,-7.70217482390185,6.29200798814202e-14,20.3119007571963
"CASP6","44_Normal vs 502_Tumor",-0.780102277997459,4.88973203279078e-13,"Tumor",4.54780496296247,-7.69713468651682,6.51998282425439e-14,20.8950876017035
"SLC15A4","44_Normal vs 502_Tumor",-0.648951081821742,4.96760824862953e-13,"Tumor",4.26383846492294,-7.69467473024346,6.63418911601628e-14,20.8839008687118
"TYK2","44_Normal vs 502_Tumor",-0.881926314475079,5.16597933337706e-13,"Tumor",5.15806659573415,-7.68868314253731,6.92067135902357e-14,20.818062184217
"TRIM27","44_Normal vs 502_Tumor",-0.699654146371987,5.96239153663255e-13,"Tumor",4.60949463762924,-7.66717910989786,8.05291443911611e-14,20.6840443236807
"EIF4EBP1","44_Normal vs 502_Tumor",-1.03704560184607,5.9733216867484e-13,"Tumor",7.83853949412639,-7.66680918155363,8.0739091712479e-14,20.6091802697153
"CEBPB","44_Normal vs 502_Tumor",-0.891044186499302,5.9733216867484e-13,"Tumor",7.18565242425019,-7.66683607334689,8.07238115093183e-14,20.6165370733126
"ELAVL1","44_Normal vs 502_Tumor",-0.650457273946831,6.01686552534852e-13,"Tumor",5.43660083059225,-7.66572232735629,8.13590455511679e-14,20.643606733332
"RUSC1","44_Normal vs 502_Tumor",-0.607963880609841,6.15378162485674e-13,"Tumor",5.32109825870557,-7.6623601801947,8.33067103996205e-14,20.6230285770713
"TGFBR3","44_Normal vs 502_Tumor",1.24625715856343,6.64477798625004e-13,"Normal",2.56504755542503,7.65089518661733,9.03002068661973e-14,20.5818191543642
"AEN","44_Normal vs 502_Tumor",-0.672185008989004,6.98865459550943e-13,"Tumor",4.40749693523159,-7.64321727673958,9.53039231302547e-14,20.5255173335299
"NFYA","44_Normal vs 502_Tumor",-0.80886894530325,7.80594730079307e-13,"Tumor",4.87160117438325,-7.6263568228166,1.07270619763724e-13,20.3974376959414
"GNAI2","44_Normal vs 502_Tumor",-0.720160201288899,8.0367187973197e-13,"Tumor",6.89658483458105,-7.62177934578572,1.10767442550569e-13,20.308915569695
"IL17RA","44_Normal vs 502_Tumor",-0.715956856427206,8.06192319638557e-13,"Tumor",4.14914650579241,-7.62122439637138,1.11198940639801e-13,20.3841832315042
"SDC1","44_Normal vs 502_Tumor",-0.963172169175305,9.17091829623936e-13,"Tumor",10.2235250420143,-7.60200106114078,1.27213061451826e-13,20.144856534016
"NMB","44_Normal vs 502_Tumor",-1.46864309454372,1.06986083088125e-12,"Tumor",5.13288161163818,-7.57918745187121,1.49185560068109e-13,20.0856376766563
"TFRC","44_Normal vs 502_Tumor",-1.50549087383948,1.10543185372467e-12,"Tumor",6.55158236550926,-7.57406893675561,1.54607063479359e-13,20.0043695244907
"PYCARD","44_Normal vs 502_Tumor",-0.96377682045626,1.12464807880667e-12,"Tumor",6.57634973682982,-7.57148975405691,1.57412008734848e-13,19.974593794996
"TNC","44_Normal vs 502_Tumor",-2.21871411429347,1.24722460667171e-12,"Tumor",7.71887942385387,-7.55578219596016,1.75609536929779e-13,19.8665979161881
"DHX58","44_Normal vs 502_Tumor",-1.00238615349113,1.29459899052966e-12,"Tumor",4.16567692920262,-7.54994488427504,1.82887686700105e-13,19.9033915526138
"HSP90AA1","44_Normal vs 502_Tumor",-0.807546768148503,1.34428805910447e-12,"Tumor",9.68600699026507,-7.54394462066539,1.90678659956442e-13,19.7506745034598
"EDN3","44_Normal vs 502_Tumor",1.58247142569303,1.35826875837635e-12,"Normal",1.23368505539516,7.54224437395351,1.92945162974532e-13,19.8363201217751
"FCGR2A","44_Normal vs 502_Tumor",-1.32748873688673,1.54403919223755e-12,"Tumor",4.10180940392837,-7.52293519867976,2.20623055325717e-13,19.7236802999832
"PSMB8","44_Normal vs 502_Tumor",-1.01572481572533,1.56159195372859e-12,"Tumor",7.57776108201383,-7.52114728273903,2.233755092662e-13,19.6156943835136
"HSPD1","44_Normal vs 502_Tumor",-0.860964647134511,1.59456517590928e-12,"Tumor",8.04614473238226,-7.51787055371863,2.2850803579857e-13,19.5861117174438
"RFTN1","44_Normal vs 502_Tumor",-1.11458887012439,1.68339567110656e-12,"Tumor",4.69019503671539,-7.50957421482135,2.42028194979899e-13,19.6173823174914
"MTA1","44_Normal vs 502_Tumor",-0.839304255910836,1.68614335422247e-12,"Tumor",4.7531798552663,-7.50928634490986,2.42511201814979e-13,19.6050302264887
"RAB8A","44_Normal vs 502_Tumor",-0.631601135633052,1.72270058852951e-12,"Tumor",5.00927282352361,-7.50592698427929,2.4821842691421e-13,19.566366214456
"ATG5","44_Normal vs 502_Tumor",-0.628546077442548,2.10658383151525e-12,"Tumor",5.21580110129421,-7.47494799787526,3.0748716993999e-13,19.3493832916458
"CXCL17","44_Normal vs 502_Tumor",2.41807261560814,2.20960922512946e-12,"Normal",5.41969377744042,7.46719928911618,3.24369573765679e-13,19.2437221122452
"TFR2","44_Normal vs 502_Tumor",-0.610893824121752,2.37160940910463e-12,"Tumor",1.6948986077732,-7.45646885285068,3.49264612755092e-13,18.8133453624046
"PPARG","44_Normal vs 502_Tumor",1.26613852919299,2.44371262355166e-12,"Normal",2.02209004109382,7.45181097209013,3.60648078252785e-13,19.2347505178914
"B2M","44_Normal vs 502_Tumor",-1.00195878861587,2.58103308802357e-12,"Tumor",11.2164364958916,-7.44345532989711,3.81991281273038e-13,19.0628736904942
"AZGP1","44_Normal vs 502_Tumor",2.30442458711492,2.61199834836176e-12,"Normal",3.08763308279032,7.44161877443064,3.86846643591164e-13,19.1141211927566
"ANXA1","44_Normal vs 502_Tumor",1.45703167716375,2.76616459810202e-12,"Normal",10.0076142628801,7.4328151588151,4.10977973571629e-13,18.9874743431942
"CD47","44_Normal vs 502_Tumor",-0.835814582091765,2.85905693913945e-12,"Tumor",6.17322318484639,-7.42780186130575,4.25375887653279e-13,19.0085532991686
"PLSCR1","44_Normal vs 502_Tumor",-1.05879301538356,3.07305805095535e-12,"Tumor",6.20583525505139,-7.41682476534056,4.58658202503169e-13,18.939044201983
"ABCG1","44_Normal vs 502_Tumor",-1.02236048006183,3.10429131892843e-12,"Tumor",4.24734673163962,-7.41524836973458,4.63643697954619e-13,18.993159494462
"NRAS","44_Normal vs 502_Tumor",-0.806591647996169,3.26257959075945e-12,"Tumor",6.09417252059026,-7.40762738455847,4.88508302496876e-13,18.8746244854541
"IFIT3","44_Normal vs 502_Tumor",-2.04001191769702,3.26471148495653e-12,"Tumor",6.33502971293288,-7.40743992444703,4.89136177411192e-13,18.8994224884814
"F2R","44_Normal vs 502_Tumor",-1.4368346656176,3.37582754375123e-12,"Tumor",5.13346285575961,-7.40219851786545,5.07016928293587e-13,18.8890588743711
"DLL4","44_Normal vs 502_Tumor",-0.859702989377371,3.42465609607038e-12,"Tumor",3.01208446358293,-7.39999982870125,5.14707820584212e-13,18.8767327451862
"VEGFA","44_Normal vs 502_Tumor",-1.21439726563922,3.52129661009593e-12,"Tumor",4.93440649047617,-7.39573160124992,5.29967172003066e-13,18.8459378115187
"SLAMF8","44_Normal vs 502_Tumor",-1.39896220758606,3.66140142839694e-12,"Tumor",3.94770434199582,-7.38977529481682,5.5200845782603e-13,18.8261826320084
"TRAF2","44_Normal vs 502_Tumor",-0.981355981447384,3.79246003781564e-12,"Tumor",5.052394970022,-7.38432808614115,5.72954471778085e-13,18.7582088571976
"PSME3","44_Normal vs 502_Tumor",-0.601906600141625,4.0459839657432e-12,"Tumor",6.68572575162363,-7.3741496879605,6.14211139877548e-13,18.6341601872676
"GRP","44_Normal vs 502_Tumor",-0.966794547375097,4.07450826239671e-12,"Tumor",2.14117935066025,-7.37303588535477,6.18899547170324e-13,18.308222145232
"MYH9","44_Normal vs 502_Tumor",-0.970678130203087,4.25859577039191e-12,"Tumor",9.5127211048493,-7.36599225368765,6.49375316232226e-13,18.5527687530634
"SCARB1","44_Normal vs 502_Tumor",-1.08546620204993,4.68530780784514e-12,"Tumor",4.08870473544049,-7.35128205798207,7.17864731161833e-13,18.5704576253216
"SLX4","44_Normal vs 502_Tumor",-0.647420536483116,4.9019405933887e-12,"Tumor",2.78470840206022,-7.34429369428264,7.52846424275463e-13,18.5051952547446
"BCAR1","44_Normal vs 502_Tumor",-0.780974009135965,4.93826245630759e-12,"Tumor",5.32483553988269,-7.34305926557288,7.59197634656919e-13,18.4664500239418
"TNFRSF18","44_Normal vs 502_Tumor",-1.73478181483733,5.32160717141676e-12,"Tumor",5.0920699248042,-7.33151837658464,8.21185978040106e-13,18.4280735984303
"SIAH2","44_Normal vs 502_Tumor",-0.85091407901842,5.47524115654239e-12,"Tumor",6.65410410325458,-7.32708130124007,8.46321641548078e-13,18.3252181011124
"NFKB2","44_Normal vs 502_Tumor",-0.900563008549216,6.79184236484379e-12,"Tumor",5.88507907165861,-7.29367082892885,1.06152432182545e-12,18.1237804152238
"AQP9","44_Normal vs 502_Tumor",-0.920408293954729,7.05625581877852e-12,"Tumor",2.34281398691022,-7.2873867550228,1.10763596216311e-12,17.8787892508115
"CCDC88A","44_Normal vs 502_Tumor",-0.929874370268285,8.09956584469385e-12,"Tumor",3.19343528914972,-7.26589909117545,1.28070238798409e-12,17.9955503876882
"AMH","44_Normal vs 502_Tumor",-0.666745589309444,8.59271184623543e-12,"Tumor",1.58378895710503,-7.256794799129,1.36181640090058e-12,17.3333894269227
"GPSM1","44_Normal vs 502_Tumor",-0.981022120949972,9.07599568789893e-12,"Tumor",3.44878676172087,-7.24828457803466,1.44219744719809e-12,17.8875219106898
"IFIH1","44_Normal vs 502_Tumor",-1.37572459697021,9.29973833016921e-12,"Tumor",5.34773707830315,-7.24437603219013,1.48066155687185e-12,17.8322679286951
"CGB8","44_Normal vs 502_Tumor",-0.604239177822118,1.05509462782435e-11,"Tumor",1.3018021683946,-7.22468465376911,1.69033105641848e-12,16.9932532157985
